Number,Station No,Dam Name,Reservoir,Latitude,Longitude,Province,WMA,Place,Catchment Area,"FSC 1,000,000m³ (million m³)",Type,actual lvl 20151130 (million m³),actual lvl 20151207 (million m³),actual lvl 20151214 (million m³),actual lvl 20151221 (million m³),actual lvl 20151228 (million m³),actual lvl 20160104 (million m³),actual lvl 20160111 (million m³),actual lvl 20160118 (million m³),actual lvl 20160125 (million m³),actual lvl 20160201 (million m³),actual lvl 20160208 (million m³),actual lvl 20160215 (million m³),actual lvl 20160229 (million m³),actual lvl 20160307 (million m³),actual lvl 20160314 (million m³),actual lvl 20160321 (million m³),20151123 (percent full),20151130 (percent full),20151207  (percent full),20151214  (percent full),20151221 (percent full),20151228 (percent full),20150104 (percent full),20160111 (percent full),20160118 (percent full),20160125 (percent full),20160201 (percent full),20160208 (percent full),20160215 (percent full),20160229 (percent full),20160307 (percent full),20160314 (percent full),20160321 (percent full),2015 week 11 (percent full)
229,U2R004,Inanda Dam ,Inanda,29.70891,30.86707,KN,11,Mgeni River @ Inanda Dam,4079,237.4,,196.23,195.58,196.1,195.58,,,193,190.95,,191.72,190.32,188.54,187.78,186.14,186.27,190.57,83.6,82.7,82.4,82.6,82.4,,,81.3,80.4,,80.8,80.2,79.4,79.1,78.4,78.5,80.3,96
267,X3R002,Inyaka Dam ,Inyaka,24.88497,31.08472,M,5,Marite River @ Inyaka Dam,211,123.66,,92.82,90.932,90.531,90.264,,,87.296,85.867,,84.007,82.803,81.737,79.569,78.468,79.569,82.677,76.7,75.1,73.5,73.2,73,,,70.6,69.4,,67.9,67,66.1,64.3,63.5,64.3,66.9,100.1
253,W5R001,Jericho Dam ,Jericho,26.65521,30.48384,M,6,Mpama River @ Jericho Dam,218,59.273,,45.817,45.777,45.342,45.106,,,43.976,44.325,,44.792,44.597,44.48,44.87,44.636,46.295,47.754,77.8,77.3,77.2,76.5,76.1,,,74.2,74.8,,75.6,75.2,75,75.7,75.3,78.1,80.6,77
74,C2R002,Johan Neser Dam ,Johan Neser,26.81691,26.61373,NW,9,Skoon Spruit @ Johan Neser Dam,5644,5.672,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,6.8
88,C5R002,Kalkfontein Dam ,Kalkfontein,29.49564,25.22175,FS,13,Riet River @ Kalkfontein Dam,10265,325.13,,23.595,21.603,20.936,20.283,,,18.818,18.981,,22.026,21.268,20.69,19.643,19.31,19.145,19.261,7.5,7.3,6.6,6.4,6.2,,,5.8,5.8,,6.8,6.5,6.4,6,5.9,5.9,5.9,18.4
165,J3R001,Kammanassie Dam ,Kammanassie,33.64398,22.40855,WCo,16,Kammanassie River @ Kammanassie Dam,1525,34.354,,32.449,31.211,30.589,30.491,,,29.78,29.588,,28.733,28.545,28.359,28.018,27.436,26.382,24.498,99.3,94.5,90.9,89,88.8,,,86.7,86.1,,83.6,83.1,82.5,81.6,79.9,76.8,71.3,43.4
126,E4R001,Karee Dam ,Karee,31.42846,19.78818,NC,17,Karee River @ Karee Dam,18,0.949,,0.429,0.4,0.381,0.365,,,0.298,0.277,,0.251,0.232,0.221,0.176,0.16,0.144,0.128,47,45.2,42.1,40.2,38.5,,,31.4,29.2,,26.4,24.4,23.3,18.5,16.8,15.2,13.5,32.7
196,Q9R001,Katrivier Dam ,Katrivier,32.57197,26.75805,EC,15,Kat River @ Katrivier Dam,265,24.682,,24.767,24.745,24.682,24.597,,,23.76,23.186,,23.247,23.268,23.146,23.308,23.207,24.449,24.724,100.5,100.3,100.3,100,99.7,,,96.3,93.9,,94.2,94.3,93.8,94.4,94,99.1,100.2,99.6
107,D1R002,Katse Dam ,Katse,29.33672,28.50637,L,13,Malibamatso River @ Katse Dam,1867,1519.1,Water available to RSA from Lesothon,1005.16,992.4,977.03,964.85,,,919.02,906.81,,905.14,910.43,903.01,968.93,969.52,998.23,1008.63,67.1,66.2,65.3,64.3,63.5,,,60.5,59.7,,59.6,59.9,59.4,63.8,63.8,65.7,66.4,89.2
145,H4R002,Keerom Dam ,Keerom,33.58625,19.70761,WCw,18,Nuy River @ Keerom Dam,396,9.75,,9.126,,,,,,8.168,8.039,,,,,,6.784,6.784,,96.8,93.6,,,,,,83.8,82.5,,,,,,69.6,69.6,,70.1
55,B7R001,Klaserie Dam ,Klaserie,24.52389,31.07074,LP,4,Klaserie River @ Klaserie Dam,164,5.604,,4.319,4.233,4.166,4.1,,,3.648,,,3.3,3.234,3.035,2.8,2.748,2.829,3.283,86.3,77.1,75.5,74.3,73.2,,,65.1,,,58.9,57.7,54.2,50,49,50.5,58.6,100.5
20,A3R002,Klein Maricopoort Da ,Klein Maricopoort,25.52198,26.14981,NW,3,Klein Marico River @ Klein Maricopoort Da,1189,7.073,,1.991,1.971,,,,,1.582,1.666,,1.672,1.6,1.547,1.439,1.374,,1.672,29.1,28.2,27.9,,,,,22.4,23.6,,23.6,22.6,21.9,20.4,19.4,,23.6,56.5
75,C2R003,Klerkskraal Dam ,Klerkskraal,26.25254,27.15976,NW,8,Mooi River @ Klerkskraal Dam,1324,7.922,,5.532,5.386,4.962,,,,,3.43,,3.341,3.232,3.211,3.297,3.341,3.825,4.719,73.6,69.8,68,62.6,,,,,43.3,,42.2,40.8,40.5,41.6,42.2,48.3,59.6,85
146,H4R003,Klipberg Dam ,Klipberg,33.94212,19.79353,WCw,18,Konings River @ Klipberg Dam,51,1.978,,1.898,,1.83,1.788,,,1.647,1.594,,1.502,1.44,1.387,,1.278,1.192,1.123,96.5,96,,92.5,90.4,,,83.3,80.6,,75.9,72.8,70.1,,64.6,60.2,56.7,43.9
77,C2R005,Klipdrift Dam ,Klipdrift,26.6165,27.29727,NW,8,Loop Spruit @ Klipdrift Dam,881,13.301,,10.355,9.876,9.64,9.679,,,8.836,9.139,,9.719,9.446,9.215,8.987,8.836,8.798,9.215,78.2,77.9,74.3,72.5,72.8,,,66.4,68.7,,73.1,71,69.3,67.6,66.4,66.1,69.3,86.9
248,W2R001,Klipfontein Dam ,Klipfontein,27.83873,30.81552,KN,6,Wit Mfolozi River @ Klipfontein Dam,340,18.086,,4.062,3.835,4.04,3.899,,,3.465,3.678,,3.586,3.699,3.824,3.709,3.426,4.49,4.611,23.6,22.5,21.2,22.3,21.6,,,19.2,20.3,,19.8,20.4,21.1,20.5,18.9,24.8,25.5,66.3
169,K1R002,Klipheuwel Dam ,Klipheuwel,34.05407,22.1394,WCo,16,Hartenbos River @ Klipheuwel Dam,11,4.45,,4.174,4.224,4.143,4.188,,,3.915,3.834,,3.885,3.864,3.851,3.821,3.783,3.907,4.028,94.5,93.8,94.9,93.1,94.1,,,88,86.2,,87.3,86.8,86.5,85.9,85,87.8,90.5,72.1
262,X2R002,Klipkopjes Dam ,Klipkopjes,25.22026,31.00747,M,5,Wit River @ Klipkopjes Dam,76,11.777,,7.576,,7.297,7.403,,,6.719,6.617,,5.918,5.918,5.918,5.425,5.379,5.304,5.334,64.4,64.3,,62,62.9,,,57.1,56.2,,50.3,50.3,50.3,46.1,45.7,45,45.3,99.9
13,A2R012,Klipvoor Dam ,Klipvoor,25.13146,27.80906,NW,3,Pienaars River @ Klipvoor Dam,6128,40.735,,26.733,25.815,24.045,22.75,,,19.122,25.922,,26.57,24.867,23.741,21.932,21.33,24.659,37.429,66.7,65.6,63.4,59,55.9,,,46.9,63.6,,65.2,61,58.3,53.8,52.4,60.5,91.9,96.3
112,D2R006,Knellpoort Dam ,Knellpoort,29.78166,26.8887,FS,13,Rietspruit @ Knellpoort Dam,764,130,,43.692,43.37,42.889,42.623,,,41.83,41.83,,42.889,42.889,42.836,42.889,42.094,42.623,42.889,33.4,33.6,33.4,33,32.8,,,32.2,32.2,,33,33,33,33,32.4,32.8,33,45.3
193,Q4R002,Kommandodrift Dam ,"Kommando 
drift",32.10849,26.042,EC,15,Tarka River @ Kommandodrift Dam,3623,55.87,,41.656,40.824,39.927,39.078,,,36.908,36.369,,37.222,37.624,36.866,36.546,35.954,36.412,36.731,75.8,74.6,73.1,71.5,69.9,,,66.1,65.1,,66.6,67.3,66,65.4,64.4,65.2,65.7,70.2
92,C7R001,Koppies Dam ,Koppies,27.25702,27.67208,FS,9,Renoster River @ Koppies Dam,2155,42.311,,23.286,23.392,22.655,21.722,,,18.737,18.163,,17.224,16.488,15.855,16.854,16.488,16.397,16.488,56.8,55,55.3,53.5,51.3,,,44.3,42.9,,40.7,39,37.5,39.8,39,38.8,39,73.4
152,H9R001,Korentepoort Dam ,Korentepoort,34.00481,21.16574,WCo,16,Korinte River @ Korentepoort Dam,37,8.092,,8.112,8.019,7.856,7.664,,,7.476,7.684,,7.555,7.856,7.805,7.897,7.775,7.907,8.123,99.9,100.3,99.1,97.1,94.7,,,92.4,95,,93.4,97.1,96.5,97.6,96.1,97.7,100.4,63
12,A2R011,Kosterrivier Dam ,Koster,25.70009,26.90388,NW,3,Koster River @ Kosterrivier Dam,284,12.417,,5.77,5.546,5.437,5.375,,,4.999,4.911,,4.711,4.613,4.557,4.353,4.245,4.192,4.285,47.9,46.5,44.7,43.8,43.3,,,40.3,39.5,,37.9,37.1,36.7,35.1,34.2,33.8,34.5,75.9
177,L8R001,Kouga Dam ,Kouga,33.74058,24.58755,EC,15,Kouga River @ Kouga Dam,3887,125.91,,126.41,125.85,124.78,123.72,,,117.87,115.82,,111.82,109.72,107.4,103.8,102.51,100.87,99.198,99.9,100.4,100,99.1,98.3,,,93.6,92,,88.8,87.1,85.3,82.4,81.4,80.1,78.8,71.1
21,A3R003,Kromellenboog Dam ,Kromellenboog,25.4437,26.34659,NW,3,Klein Marico River @ Kromellenboog Dam,1762,8.956,,0.494,0.484,0.436,0.354,,,0,0.886,,1.045,1.007,1,1.25,1.231,1.213,1.615,5.7,5.5,5.4,4.9,4,,,0,9.9,,11.7,11.3,11.2,14,13.7,13.5,18,11.8
174,K9R001,Kromrivier Dam ,Kromrivier,34.00079,24.49298,EC,15,Krom River @ Kromrivier Dam,364,35.24,,35.41,35.361,35.167,34.974,,,33.943,33.588,,32.699,32.235,31.637,30.641,30.285,29.837,29.373,100.3,100.5,100.3,99.8,99.2,,,96.3,95.3,,92.8,91.5,89.8,87,85.9,84.7,83.4,52.5
90,C5R004,Krugersdrift Dam ,Krugersdrift,28.8839,25.95639,FS,13,Modder River @ Krugersdrift Dam,7460,71.479,,18.898,,4.278,3.617,,,3.485,3.463,,5.256,5.161,5.036,4.944,4.853,4.733,4.674,27.1,26.4,,6,5.1,,,4.9,4.8,,7.4,7.2,7,6.9,6.8,6.6,6.5,55.6
147,H4R004,Kwaggaskloof Dam ,Kwaggaskloof,33.76187,19.47216,WCw,18,Doorn River @ Kwaggaskloof Dam,53,169.41,,87.417,84.694,81.418,78.332,,,68.578,65.408,,59.601,56.663,53.996,48.785,46.242,44.192,41.767,53.2,51.6,50,48.1,46.2,,,40.5,38.6,,35.2,33.4,31.9,28.8,27.3,26.1,24.7,41.5
265,X2R005,Kwena Dam ,Kwena,25.36014,30.38669,M,5,Krokodil River @ Kwena Dam,954,158.89,,98.994,95.763,95.409,97.28,,,94.088,91.828,,86.836,84.777,82.191,78.877,76.644,75.96,78.025,64.7,62.3,60.3,60,61.2,,,59.2,57.8,,54.6,53.4,51.7,49.6,48.2,47.8,49.1,100.6
200,R2R001,Laing Dam ,Laing,32.96901,27.49326,EC,12,Buffalo River @ Laing Dam,914,18.904,,19.068,18.986,18.966,18.945,,,18.803,18.681,,18.479,18.539,18.539,18.459,18.399,19.068,19.068,100.5,100.9,100.4,100.3,100.2,,,99.5,98.8,,97.8,98.1,98.1,97.6,97.3,100.9,100.9,100.9
141,H2R002,Lakenvallei Dam ,Lakenvallei,33.36661,19.58072,WCw,18,Sanddrifskloof River @ Lakenvallei Dam,82,10.264,,9.903,,9.806,9.75,,,9.582,9.27,,9.277,9.192,9.161,9,8.97,8.909,8.871,97,96.5,,95.5,95,,,93.4,90.3,,90.4,89.6,89.3,87.7,87.4,86.8,86.4,92.1
158,J2R002,Leeugamka Dam ,Leeugamka,32.62243,22.00535,WCo,16,Leeu River @ Leeugamka Dam,2088,13.584,,0.013,0.009,0.008,0.008,,,0.14,2.013,,3.792,3.474,3.116,2.539,2.266,1.948,1.676,0.1,0.1,0.1,0.1,0.1,,,1,14.8,,27.9,25.6,22.9,18.7,16.7,14.3,12.3,0
8,A2R007,Lindleyspoort Dam ,Lindleyspoort,25.49773,26.68996,NW,3,Elands River @ Lindleyspoort Dam,705,14.208,,1.195,0.939,0.809,0.582,,,0.406,0.371,,0.388,0.382,0.378,0.386,0.378,0.378,0.402,9.7,8.3,6.6,5.7,4.1,,,2.9,2.6,,2.7,2.7,2.7,2.7,2.7,2.7,2.8,49.5
179,L9R001,Loerie Dam ,Loerie,33.86503,25.03881,EC,15,Loerie Spruit @ Loerie Dam,138,3.026,Balancing Dam,3.041,2.99,2.756,,,,1.704,1.687,,1.199,1.272,1.235,0.796,0.668,0.845,1.106,100.9,100.5,98.8,91.1,,,,56.3,55.8,,39.6,42,40.8,26.3,22.1,27.9,36.5,58.8
261,X2R001,Longmere Dam ,Longmere,25.27963,31.001,M,5,Wit River @ Longmere Dam,106,4.202,,2.806,,3,2.848,,,2.971,2.365,,3.045,2.862,2.563,2.715,2.537,2.784,2.905,72.1,66.8,,71.4,67.8,,,70.7,56.3,,72.5,68.1,61,64.6,60.4,66.3,69.1,95.7
43,B3R002,Loskop Dam ,Loskop,25.41817,29.35883,M,4,Olifants River @ Loskop Dam,12250,361.51,,235.83,229.02,224.99,231.34,,,219.32,221.96,,217.81,213.13,208.87,201.97,199.27,202.33,219.88,66.7,65.2,63.4,62.2,64,,,60.7,61.4,,60.2,59,57.8,55.9,55.1,56,60.8,96.5
206,S2R001,Lubisi Dam ,Lubisi,31.79575,27.43029,EC,12,Indwe River @ Lubisi Dam,1300,158,,120.12,116.85,115.01,113.01,,,107.08,106.47,,107.86,107.08,105.7,105.53,105.1,105.1,105.44,76.4,76,74,72.8,71.5,,,67.8,67.4,,68.3,67.8,66.9,66.8,66.5,66.5,66.7,83.8
33,A8R002,Luphephe Dam ,Luphephe,22.63453,30.40189,LP,1,Luphephe River @ Luphephe Dam,109,13.984,,2.03,1.906,2.151,2.475,,,2.205,2.19,,2.065,1.962,1.888,1.747,1.718,1.676,1.808,15.3,14.5,13.6,15.4,17.7,,,15.8,15.7,,14.8,14,13.5,12.5,12.3,12,12.9,69.5
218,T2R002,Mabeleni Dam ,Umtata,31.44676,28.56245,EC,12,Mhlahlane River @ Mabeleni Dam,10,2.099,,243.33,2.083,2.078,2.083,,,2.046,2.067,,2.083,2.088,2.078,2.083,2.078,2.099,2.099,98.9,99.4,99.2,99,99.2,,,97.5,98.5,,99.2,99.5,99,99.2,99,100,100,100
204,S1L001,Macubeni Dam,Macubeni,,,EC,12,,,3.373,,2.715,2.663,2.624,2.617,,,2.489,2.546,,2.65,3.293,3.25,3.373,3.307,3.322,3.307,83.1,80.5,79,77.8,77.6,,,73.8,75.5,,78.6,97.6,96.4,100,98.1,98.5,98.1,100
17,A3R006,Madikwe Dam,,,,NW,3,,,15.938,,3.44,3.338,3.271,3.108,,,2.948,3.271,,3.616,3.492,3.44,4.082,3.948,4.121,6.776,21,21.6,20.9,20.5,19.5,,,18.5,20.5,,22.7,21.9,21.6,25.6,24.8,25.9,42.5,37.2
60,B8R003,Magoebaskloof Dam ,Magoebaskloof,23.81598,30.05608,LP,2,Politsi River @ Magoebaskloof Dam,66,4.84,,4.844,4.84,4.848,4.848,,,4.84,4.853,,4.84,4.844,4.84,4.853,4.84,4.889,4.893,100.3,100.1,100,100.2,100.2,,,100,100.3,,100,100.1,100,100.3,100,101,101.1,100.3
260,X1R005,Maguga Dam,Maguga,,,S,5,,,333.75,,144.3,,144.66,141.33,,,121.12,117.01,,118.47,114.32,109.48,103.45,98.8,103.8,103.8,45,43.2,,43.3,42.3,,,36.3,35.1,,35.5,34.3,32.8,31,29.6,31.1,31.1,95
19,A3R001,Marico-Bosveld Dam ,Marico-Bosveld,25.46974,26.39363,NW,3,Groot-Marico River @ Marico-Bosveld Dam,1228,26.963,,6.737,6.087,5.497,4.907,,,3.423,4.4,,5.093,4.685,4.788,4.192,3.86,3.669,3.991,26.7,25,22.6,20.4,18.2,,,12.7,16.3,,18.9,17.4,17.8,15.5,14.3,13.6,14.8,64.1
240,V2R002,Mearns Dam ,Mearns,29.24683,29.97059,KN,7,Mooi River @ Mearns Dam,932,5.163,,2.979,3.071,2.819,2.734,,,3.504,4.053,,5.202,5.345,5.214,4.381,3.238,4.285,5.057,58.1,57.7,59.5,54.6,53,,,67.9,78.5,,100.8,103.5,101,84.9,62.7,83,97.9,106.4
64,B8R007,Middel-Letaba Dam ,Middel-Letaba,23.27579,30.40599,LP,2,Middel-Letaba River @ Middel-Letaba Dam,1800,171.93,,51.926,51.193,50.648,50.106,,,47.62,47.358,,46.329,45.819,45.228,44.391,43.645,45.819,51.011,30.6,30.2,29.8,29.5,29.1,,,27.7,27.5,,26.9,26.6,26.3,25.8,25.4,26.6,29.7,42
40,B1R002,Middelburg Dam ,Middelburg,25.77498,29.54614,M,4,Little Olifants River @ Middelburg Dam,1592,48.056,,31.747,31.409,31.14,30.839,,,29.628,30.31,,29.532,29.02,28.767,27.891,27.399,27.308,27.953,67.2,66.1,65.4,64.8,64.2,,,61.7,63.1,,61.5,60.4,59.9,58,57,56.8,58.2,93.9
226,U2R001,Midmar Dam ,Midmar,29.49509,30.20145,KN,11,Mgeni River @ Midmar Dam,928,235.42,,118.08,117,116.06,114.85,,,113.12,110.88,,110.22,110.88,109.57,108.92,107.88,108.53,108.79,50.9,50.2,49.7,49.3,48.8,,,48.1,47.1,,46.8,47.1,46.5,46.3,45.8,46.1,46.2,78.4
156,J1R004,Miertjieskraal Dam ,Miertjies Kraal,33.82889,21.13317,WCo,16,Brand River @ Miertjieskraal Dam,251,1.517,,1.52,1.507,1.512,1.505,,,1.392,1.051,,1.037,1.025,1.012,0.646,,0.635,0.627,96.5,100.2,99.4,99.7,99.2,,,91.7,69.3,,68.4,67.5,66.7,42.6,,41.9,41.4,23.7
129,G1R003,Misverstand Dam ,Misverstand,33.02485,18.78896,WCw,19,Berg River @ Misverstand Dam,3972,6.439,Balancing Dam,5.741,,7.1,6.664,,,6.086,5.961,,6.613,5.741,5.937,6.362,5.716,5.668,6.061,90.7,89.2,,110.3,103.5,,,94.5,92.6,,102.7,89.2,92.2,98.8,88.8,88,94.1,102.7
225,T7R001,Mlanga Dam,Mlanga,,,EC,12,,,1.597,,0.247,0.23,0.212,0.202,,,0.166,0.162,,0.185,0.182,0.172,0.201,0.181,0.202,0.185,16.3,15.4,14.4,13.3,12.7,,,10.4,10.1,,11.6,11.4,10.7,12.6,11.3,12.7,11.6,45.5
108,D1R003,Mohale Dam ,Mohale,29.4578,28.09633,L,13,Senqunyane River @ Mohale Dam,935,857.1,,255.24,,244.25,239.18,,,221.21,218.26,,222.47,221.42,215.34,229.51,229.08,235.35,237.64,30.6,29.8,,28.5,27.9,,,25.8,25.5,,26,25.8,25.1,26.8,26.7,27.5,27.7,44.9
24,A4R001,Mokolo Dam ,Mokolo,23.98498,27.72356,LP,1,Mokolo River @ Mokolo Dam,4319,145.37,,124.37,123.01,122.34,121.06,,,117.58,116.92,,114.82,114.24,113.59,112.52,112.02,112.09,118.1,86.7,85.6,84.6,84.2,83.3,,,80.9,80.4,,79,78.6,78.1,77.4,77.1,77.1,81.2,100.2
22,A3R004,Molatedi Dam ,Molatedi,24.87011,26.45322,NW,3,Groot-Marico River @ Molatedi Dam,8619,200.79,,9.739,9.299,8.38,8.181,,,6.54,14.972,,14.367,13.781,14.072,13.551,13.608,14.972,85.356,3.1,4.9,4.6,4.2,4.1,,,3.3,7.5,,7.2,6.9,7,6.7,6.8,7.5,42.5,14
255,W5R003,Morgenstond Dam ,Morgenstond,26.71114,30.54414,M,6,Ngwempisi River @ Morgenstond Dam,548,99.988,,54.084,54.428,54.596,54.39,,,53.911,54.459,,53.435,53.707,57.612,53.707,52.559,54.803,56.9,54.4,54,54.3,54.6,54.4,,,53.9,54.5,,53.4,53.7,57.6,53.7,52.6,54.8,56.9,83.4
35,A8R004,Mutshedzi Dam ,Mutshedzi,22.9455,30.16447,LP,1,Mutshedzi River @ Mutshedzi Dam,94,2.336,,1.475,1.459,1.392,1.342,,,1.039,1.003,,1.003,0.99,0.817,0.759,0.704,0.604,0.928,65.7,63.1,62.5,59.6,57.5,,,44.5,42.9,,42.9,42.4,35,32.5,30.1,25.9,39.7,99.3
227,U2R002,Nagle Dam ,Nagle,29.59057,30.62743,KN,11,Mgeni River @ Nagle Dam,2535,23.236,,15.111,15.585,16.898,18.033,,,19.34,20.289,,19.165,19.296,18.859,17.607,17.294,18.119,20.109,60.5,65,67.1,72.7,77.6,,,83.2,87.3,,82.5,83,81.2,75.8,74.4,78,86.5,75.6
203,R3R001,Nahoon Dam ,Nahoon,32.90967,27.81124,EC,12,Nahoon River @ Nahoon Dam,473,19.247,,17.287,17.135,16.751,16.456,,,15.452,15.095,,14.455,14.152,13.853,13.253,13.075,13.057,13.04,91.1,89.8,89,87,85.5,,,80.3,78.4,,75.1,73.5,72,68.9,67.9,67.8,67.7,62.2
38,A9R004,Nandoni Dam ,Nandoni,22.97301,30.59317,LP,2,Levhuvhu River @ Nandoni Dam,1446,166.11,,129.31,128.13,127.08,126.57,,,121.98,120.34,,117.99,116.28,114.72,111.2,109.88,112.83,116.41,78.6,77.8,77.1,76.5,76.2,,,73.4,72.4,,71,70,69.1,66.9,66.2,67.9,70.1,99
211,S5R001,Ncora Dam ,Ncora,31.78608,27.67767,EC,12,Tsomo River @ Ncora Dam,1173,147.28,,73.05,72.767,72.108,71.453,,,73.429,74.095,,97.206,102.01,102.23,109.75,107.52,108.22,111.29,49.7,49.6,49.4,49,48.5,,,49.9,50.3,,66,69.3,69.4,74.5,73,73.5,75.6,95.3
1,A1R001,Ngotwane Dam ,Ngotwane,25.1986,25.81322,NW,3,Ngotwane River @ Ngotwane Dam,518,19.033,,2.185,,,,,,0.049,0.67,,1.116,1.044,0.941,0.889,0.867,,1.742,11.7,11.5,,,,,,0.3,3.5,,5.9,5.5,4.9,4.7,4.6,,9.2,17.9
257,X1R001,Nooitgedacht Dam ,Nooigedacht,25.94725,30.08119,M,5,Komati River @ Nooitgedacht Dam,1585,78.343,,53.22,51.871,51.233,49.974,,,51.987,52.689,,51.696,51.06,50.601,51.06,50.544,52.689,54.594,70,67.9,66.2,65.4,63.8,,,66.4,67.3,,66,65.2,64.6,65.2,64.5,67.3,69.7,94.6
223,T3R004,Nqadu Dam,Nqadu,,,EC,12,,,1.274,,0.672,0.672,0.674,0.674,,,0.644,0.637,,0.627,0.635,0.63,0.635,0.627,0.64,0.645,56.4,52.8,52.8,52.9,52.9,,,50.5,50,,49.2,49.9,49.5,49.9,49.2,50.2,50.6,70.9
185,N1R001,Nqweba (V. Rynevelds)  ,"Nqweba (Van 
Ryneveldspas)",32.23526,24.52853,EC,15,Sondags River @ Nqweba (V.Rynevelds),3667,44.718,,19.214,18.891,18.455,18.023,,,16.907,18.979,,19.255,18.955,18.599,18.109,18.955,17.563,17.288,43.8,43,42.2,41.3,40.3,,,37.8,42.4,,43.1,42.4,41.6,40.5,42.4,39.3,38.7,52.5
66,B8R009,Nsami Dam ,Nsami,23.25443,30.77055,LP,2,Nsama River @ Nsami Dam,339,21.874,,6.315,6.149,5.918,,,,4.811,4.688,,4.252,4.194,3.855,3.356,3.152,3.443,3.855,30.4,28.9,28.1,27.1,,,,22,21.4,,19.4,19.2,17.6,15.3,14.4,15.7,17.6,70.1
222,T3R003,Ntenetyana Dam,Ntenetyana,,,EC,12,,,1.512,,0.723,0.715,0.693,0.677,,,0.643,0.634,,0.63,0.62,0.612,0.612,0.61,0.614,0.818,48.8,47.8,47.3,45.8,44.8,,,42.6,41.9,,41.7,41,40.5,40.5,40.3,40.6,54.1,100
242,V3R001,Ntshingwayo Dam ,Ntshingwayo,27.9534,29.94871,KN,7,Ngagane River @ Ntshingwayo Dam,830,194.56,,111.56,111.09,109.91,108.05,,,102.95,104.8,,108.05,108.51,107.12,109.68,108.05,109.91,112.75,58.6,57.3,57.1,56.5,55.5,,,52.9,53.9,,55.5,55.8,55.1,56.4,55.5,56.5,57.9,83.5
34,A8R003,Nwanedzi Dam ,Nwanedzi,22.63496,30.39861,LP,1,Nwanedzi River @ Nwanedzi Dam,156,5.144,,1.827,1.813,1.992,1.961,,,1.936,1.95,,1.95,1.947,1.947,1.953,1.967,1.981,2.009,35.6,35.5,35.3,38.7,38.1,,,37.6,37.9,,37.9,37.9,37.9,38,38.2,38.5,39.1,61.4
32,A8R001,Nzhelele Dam ,Nzhelele,22.72553,30.09509,LP,1,Nzhelele River @ Nzhelele Dam,830,51.234,,24.684,23.998,23.523,23.998,,,21.796,21.217,,19.824,19.172,18.706,17.437,16.879,16.259,15.294,49.6,48.2,46.8,45.9,46.8,,,42.5,41.4,,38.7,37.4,36.5,34,32.9,31.7,29.9,83.5
53,B6R001,Ohrigstad Dam ,Ohrigstad,24.93314,30.63201,M,4,Ohrigstad River @ Ohrigstad Dam,83,13.448,,1.302,1.289,1.373,1.426,,,1.354,1.309,,1.221,1.175,1.146,1.07,1.012,1.038,1.108,9.9,9.7,9.6,10.2,10.6,,,10.1,9.7,,9.1,8.7,8.5,8,7.5,7.7,8.2,55.2
4,A2R003,Olifantsnek Dam ,Olifantsnek,25.78556,27.25921,NW,3,Hex River @ Olifantsnek Dam,493,13.677,,6.599,6.271,6.111,,,,5.35,5.497,,5.063,4.923,4.78,4.501,4.501,4.299,5.277,48.3,48.3,45.8,44.7,,,,39.1,40.2,,37,36,35,32.9,32.9,31.4,38.6,71.7
159,J2R003,Oukloof Dam ,Oukloof,33.24519,22.09091,WCo,16,Cordiers River @ Oukloof Dam,141,4.19,,2.874,2.803,2.762,2.737,,,2.59,2.552,,2.514,2.443,2.391,2.318,2.246,2.175,2.093,69.7,68.6,66.9,65.9,65.3,,,61.8,60.9,,60,58.3,57.1,55.3,53.6,51.9,49.9,30.7
210,S3R003,Oxkraal Dam ,Oxkraal,32.2052,26.7608,EC,12,Oskraal River @ Oxkraal Dam,391,14.829,,14.422,13.96,14.786,,,,9.676,9.35,,8.861,8.508,7.947,7.59,7.231,7.803,7.846,97.5,97.3,94.1,99.7,,,,65.2,63.1,,59.8,57.4,53.6,51.2,48.8,52.6,52.9,97.5
18,A3R007,Pella Dam,,,,NW,3,,,2.111,,0.875,0.838,0.831,0.808,,,0.736,0.798,,0.875,0.854,0.82,0.823,0.803,0.79,0.888,42.2,41.4,39.7,39.3,38.3,,,34.9,37.8,,41.4,40.4,38.9,39,38,37.4,42.1,
143,H3R002,Pietersfontein Dam ,Pietersfontein,33.67004,20.01639,WCw,18,Pietersfontein River @ Pietersfontein Dam,115,1.984,,1.959,1.942,1.933,1.914,,,1.858,1.839,,1.805,1.787,1.766,1.73,1.71,1.695,1.674,99,98.7,97.9,97.4,96.4,,,93.6,92.7,,91,90.1,89,87.2,86.1,85.4,84.4,82.1
250,W4R001,Pongolapoort Dam ,Pongolapoort,27.41876,32.0712,KN,6,Phongolo River @ Pongolapoort Dam,7814,2267.07,,1155.58,1155.58,1150.38,1145.19,,,1120.89,1119.17,,1096.13,1084.34,1075.14,1060.21,1046.91,1048.57,1053.55,51.5,51,51,50.7,50.5,,,49.4,49.4,,48.4,47.8,47.4,46.8,46.2,46.3,46.5,61.2
